Cod Puxada;Nome Filial;Geografia;Canal de Marcacao;Origem;Gerente Vendas;Nome Gerente Vendas;Area;Nome Area;Setor;Nome Setor;Vendedor;Nome Vendedor;Cliente;Nome Cliente;Categoria Cliente;Desc Categoria Cliente;Tipo Movimento;Desc Tipo Movimento;Operacao;Desc Operacao;Transportadora;Nome Transportadora;Nr. Roadshow;Data;Pedido;Nota Fiscal;Serie;Tipo Marca;Desc Tipo Marca;Embalagem;Desc Embalagem;Cod. Prod.;Nome Prod.;Volume Marcacao;Volume Entrega;Motivo;Submotivo 1;Submotivo 2;Código Marca;Descrição Marca;Cod Município;Nome Município;Cod Rede;Nome Rede;Fora de Rota;Ajuste;Idade do Pedido;Situação;Prioridade Road;Prioridade Venda;Hora Envio RoadShow;Hora Retorno RoadShow;Pedido Origem;Cod Filial Origem;Nome Filial Origem;Mapa;Pedido Quebra Original;Pedido Cliente;Pedido Sistema Origem;Data Entrega NF;Entrega Real;Visita Otif;Primeira Quebra;Cliente Ponto de Apoio;Data Hora Envio Road Magali;Data Hora Retorno Road Magali;Código Condição de Pagamento;Descrição Condição de Pagamento;Quantidade;Unid. Venda
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0000028;CHUVAS;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505137;;000;001;CERVEJA;088;LATA 269;20603;ORIGINAL LT 269ML CX ;0,215;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323697866;000000000000;;;0001-0000028-09/07/2026-000000;;NAO;;;850;PIX à Vista;00010;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0000028;CHUVAS;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505137;;000;001;CERVEJA;018;GARRAFA INTEIRA;23186;SPATEN N 600ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05105;SPATEN N;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323697866;000000000000;;;0001-0000028-09/07/2026-000000;;NAO;;;850;PIX à Vista;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0000028;CHUVAS;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505137;;000;001;CERVEJA;020;LONG-NECK;18836;CORONA EXTRA N LONG N;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04383;CORONA EXTRA N;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323697866;000000000000;;;0001-0000028-09/07/2026-000000;;NAO;;;850;PIX à Vista;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0000028;CHUVAS;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505137;;000;001;CERVEJA;018;GARRAFA INTEIRA;2546;ORIGINAL 600ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323697866;000000000000;;;0001-0000028-09/07/2026-000000;;NAO;;;850;PIX à Vista;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0000028;CHUVAS;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505137;;000;001;CERVEJA;032;LATA 355;9068;SKOL LATA 350ML SH C/;0,420;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323697866;000000000000;;;0001-0000028-09/07/2026-000000;;NAO;;;850;PIX à Vista;00010;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505149;;000;001;CERVEJA;018;GARRAFA INTEIRA;982;SKOL 600ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323702697;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505149;;000;001;CERVEJA;187;LATA SLEEK 350ML;4262;MICHELOB ULTRA N LT S;0,056;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05423;MICHELOB ULTRA N;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323702697;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505149;;000;001;CERVEJA;018;GARRAFA INTEIRA;23186;SPATEN N 600ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05105;SPATEN N;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323702697;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505149;;000;002;REFRIGERANTE;028;PET 500;8791;H2OH LIMAO C/GAS PET ;0,060;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01235;H2OH LIMAO C/GAS;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323702697;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505149;;000;001;CERVEJA;032;LATA 355;9068;SKOL LATA 350ML SH C/;0,210;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323702697;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;002;DINHEIRO;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;052;BONIFICACAO;002;BONIF DES BALZ/COMBO;;;001;09/07/2026;505150;;000;002;REFRIGERANTE;032;LATA 355;9084;GUARANA CHP ANTARCTIC;0,042;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00272;GUARANA CHP ANTARCTI;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323726054;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;052;BONIFICACAO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;052;BONIFICACAO;002;BONIF DES BALZ/COMBO;;;001;09/07/2026;505150;;000;001;CERVEJA;032;LATA 355;9069;BRAHMA CHOPP LATA 350;0,084;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00004;BRAHMA CHOPP;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323726054;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;052;BONIFICACAO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00104;MATHEUS SILVA PORTO;104;MATHEUS SILVA PORTO;0000054;QUIOSQUE DO EDU;228;TRAILLER/BARRACA/QUI;052;BONIFICACAO;002;BONIF DES BALZ/COMBO;;;001;09/07/2026;505150;;000;001;CERVEJA;187;LATA SLEEK 350ML;22177;BUDWEISER ZERO LT SLE;0,028;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05311;BUDWEISER ZERO;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323726054;000000000000;;;0001-0000054-09/07/2026-000000;;NAO;;;052;BONIFICACAO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;018;GARRAFA INTEIRA;2546;ORIGINAL 600ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;017;GARRAFA MEIA;26754;BRAHMA DUPLO MALTE 30;0,072;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04787;BRAHMA DUPLO MALTE;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;017;GARRAFA MEIA;972;SKOL 300ML;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00004;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;020;LONG-NECK;30942;SPATEN N LONG NECK 33;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05105;SPATEN N;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;020;LONG-NECK;18807;STELLA ARTOIS LONG NE;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01090;STELLA ARTOIS;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;088;LATA 269;1745;SKOL LT 269ML SH C15 ;0,040;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;088;LATA 269;1745;SKOL LT 269ML SH C15 ;0,080;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;001;CERVEJA;032;LATA 355;17678;SKOL LATA 350ML SH C/;0,189;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00003;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00402;STHEFANY MALUENDA;402;STHEFANY MALUENDA TAPIA;0000070;CASA DO CANTO;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505074;;000;010;ISOTONICO;028;PET 500;7977;GATORADE UVA PET 500M;0,030;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00575;GATORADE UVA;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323536094;000000000000;;;0001-0000070-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00108;RAFAEL PINHEIRO;108;RAFAEL PINHEIRO;0000194;S5 - CANTO DO PAUBA;142;REST./PIZZARIA/CHURR;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505020;;000;001;CERVEJA;018;GARRAFA INTEIRA;2546;ORIGINAL 600ML;0,288;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323038699;000000000000;;;0001-0000194-09/07/2026-000000;;NAO;;;850;PIX à Vista;00004;Dz
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00406;DIEGO PEREIRA;406;DIEGO PEREIRA;0000226;S5 - SILVA INDAIA;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;504845;;000;086;AGUAS E SUCOS;295;GARRAFA PET 1,5L;4247;MINALBA AGUA MINERAL ;2,700;0,000;Preservado;Pós-Roteirização;;05724;MINALBA AGUA MINERAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;PRESERVADO;3;Normal ;08/07/2026 18:22;;;;;;;000009323500211;000000000000;;;0001-0000226-08/07/2026-000000;;NAO;;;029;BOLETO 7 D S/ADF;00030;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00406;DIEGO PEREIRA;406;DIEGO PEREIRA;0000226;S5 - SILVA INDAIA;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;504845;;000;086;AGUAS E SUCOS;295;GARRAFA PET 1,5L;4247;MINALBA AGUA MINERAL ;0,990;0,000;Preservado;Pós-Roteirização;;05724;MINALBA AGUA MINERAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;PRESERVADO;3;Normal ;08/07/2026 18:22;;;;;;;000009323500211;000000000000;;;0001-0000226-08/07/2026-000000;;NAO;;;029;BOLETO 7 D S/ADF;00011;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00406;DIEGO PEREIRA;406;DIEGO PEREIRA;0000226;S5 - SILVA INDAIA;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;504845;;000;086;AGUAS E SUCOS;295;GARRAFA PET 1,5L;4247;MINALBA AGUA MINERAL ;0,450;0,000;Preservado;Pós-Roteirização;;05724;MINALBA AGUA MINERAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;PRESERVADO;3;Normal ;08/07/2026 18:22;;;;;;;000009323500211;000000000000;;;0001-0000226-08/07/2026-000000;;NAO;;;029;BOLETO 7 D S/ADF;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00406;DIEGO PEREIRA;406;DIEGO PEREIRA;0000226;S5 - SILVA INDAIA;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;504845;;000;086;AGUAS E SUCOS;295;GARRAFA PET 1,5L;4247;MINALBA AGUA MINERAL ;0,360;0,000;Preservado;Pós-Roteirização;;05724;MINALBA AGUA MINERAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;PRESERVADO;3;Normal ;08/07/2026 18:22;;;;;;;000009323500211;000000000000;;;0001-0000226-08/07/2026-000000;;NAO;;;029;BOLETO 7 D S/ADF;00004;cx
